,id,folder_id,folder_id_date,display_name,filename,content-type,url,hidden,thumbnail_url,mime_class,Id,Mime type,Score,Library reference,Checked on,AlternativeText:2,Contrast:2,HeadingsHigherLevel:3,HeadingsPresence:2,HeadingsSequential:3,HeadingsStartAtOne:3,HtmlBrokenLink:2,HtmlCaption:2,HtmlColorContrast:2,HtmlDefinitionList:3,HtmlEmptyHeading:2,HtmlEmptyTableHeader:2,HtmlHasLang:3,HtmlHeadingOrder:3,HtmlHeadingsPresence:2,HtmlHeadingsStart:2,HtmlImageAlt:2,HtmlImageRedundantAlt:3,HtmlLabel:2,HtmlLinkName:3,HtmlList:3,HtmlObjectAlt:2,HtmlTdHasHeader:2,HtmlTitle:3,ImageContrast:2,ImageDecorative:2,ImageDescription:2,ImageOcr:3,ImageSeizure:1,LanguageCorrect:3,LanguagePresence:3,Ocred:2,Parsable:1,Scanned:1,Security:1,TableHeaders:2,Tagged:2,Title:3
10,,,,1.09 Reading Quiz,,,,,,,quiz:263172,application/x-quiz,100.00,,2023-04-25 14:53:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,,,,2.01 Readings and Multimedia,,,,,,,page:1587702,application/x-page,100.00,,2024-05-08 14:52:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,,,2.02 Practice Activity: Case Study Vignettes,,,,,,,page:1587703,application/x-page,100.00,,2024-09-25 21:37:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,,,2.03 Readings and Multimedia,,,,,,,page:1587704,application/x-page,100.00,,2025-10-19 14:33:23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,,,2.04 Discussion: Treatment Disparities,,,,,,,discussionTopic:694512,application/x-discussion-topic,100.00,,2025-02-19 01:28:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,,,,2.05 Discussion: Treatment Disparities - Replies,,,,,,,assignment:1039861,application/x-assignment,100.00,,2025-02-19 01:28:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,,,2.06 The Diagnostic Process: A Review,,,,,,,page:1587705,application/x-page,100.00,,2024-05-09 13:41:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,,,2.07 Mini Case Review Assignment,,,,,,,assignment:1020363,application/x-assignment,99.67,,2025-02-19 01:36:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,,,2.08 Reading Quiz,,,,,,,quiz:263169,application/x-quiz,100.00,,2023-04-25 14:53:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,,,,3.01 Readings and Multimedia,,,,,,,page:1587706,application/x-page,100.00,,2024-05-08 14:55:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,,,,3.02 Screening Tools/Suicide Screening: Extra Credit,,,,,,,page:1587707,application/x-page,50.00,,2025-02-07 18:46:59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,,,3.03 Readings and Multimedia,,,,,,,page:1587708,application/x-page,100.00,,2025-10-19 14:33:22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,,,3.04 Practice Activity: Case Study Vignettes,,,,,,,page:1587709,application/x-page,100.00,,2024-05-08 19:14:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,,,3.05 Mini Case Review Assignment,,,,,,,assignment:1020364,application/x-assignment,99.67,,2025-02-19 01:37:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,,,3.06 Formal Case Review Assignment 1,,,,,,,assignment:1020366,application/x-assignment,99.44,,2024-09-25 21:29:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,,,3.07 Reading Quiz,,,,,,,quiz:263178,application/x-quiz,100.00,,2023-04-25 14:53:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,,,4.01 Readings and Multimedia,,,,,,,page:1587711,application/x-page,100.00,,2025-10-19 14:33:22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,,,4.02 Mini Case Review Assignment,,,,,,,assignment:1020367,application/x-assignment,99.67,,2025-02-19 01:39:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,,,4.03 Midterm Examination Review/Practice Activity,,,,,,,page:1587712,application/x-page,99.60,,2024-05-08 19:31:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,,,4.04 Midterm Examination,,,,,,,quiz:263174,application/x-quiz,99.50,,2024-05-09 13:37:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,,,,5.01 Readings and Multimedia,,,,,,,page:1587713,application/x-page,100.00,,2025-02-07 18:47:05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,,,,5.02 Readings and Multimedia,,,,,,,page:1587714,application/x-page,100.00,,2025-10-19 14:22:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,,,,5.03 Discussion: Complex Trauma ,,,,,,,discussionTopic:694511,application/x-discussion-topic,100.00,,2025-02-19 01:28:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,,,,5.04 Discussion: Complex Trauma - Replies,,,,,,,assignment:1039862,application/x-assignment,100.00,,2025-02-19 01:28:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,,,,5.05 Formal Case Review Assignment 2,,,,,,,assignment:1020369,application/x-assignment,100.00,,2024-09-25 21:34:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,,,,5.06 Reading Quiz,,,,,,,quiz:263173,application/x-quiz,100.00,,2023-04-25 14:53:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,15969192,1245044,1245-02-13 00:00:00+00:00,526 Course Card - Advanced.jpg,526+Course+Card+-+Advanced.jpg,image/jpeg,https://boisestatecanvas.instructure.com/files/15969192/download?download_frd=1&verifier=RenBYl3bKbwIzFnpgYf43o9IbE0BjSz3xIWPRGXm,False,https://boisestatecanvas.instructure.com/images/thumbnails/15969192/RenBYl3bKbwIzFnpgYf43o9IbE0BjSz3xIWPRGXm,image,15969192,image/jpeg,25.00,,2024-08-05 21:37:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
37,15969192,1245044,1245-02-13 00:00:00+00:00,526 Course Card - Advanced.jpg,526+Course+Card+-+Advanced.jpg,image/jpeg,https://boisestatecanvas.instructure.com/files/15969192/download?download_frd=1&verifier=RenBYl3bKbwIzFnpgYf43o9IbE0BjSz3xIWPRGXm,False,https://boisestatecanvas.instructure.com/images/thumbnails/15969192/RenBYl3bKbwIzFnpgYf43o9IbE0BjSz3xIWPRGXm,image,15969193,image/jpeg,25.00,,2024-08-05 21:37:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38,15969193,1318334,1318-11-30 00:00:00+00:00,526 Course Card - Advanced.jpg,526+Course+Card+-+Advanced.jpg,image/jpeg,https://boisestatecanvas.instructure.com/files/15969193/download?download_frd=1&verifier=PuP7Z59r0vuHFvmYLencgSgtUOBJ5rd40rlEcwY7,False,https://boisestatecanvas.instructure.com/images/thumbnails/15969193/PuP7Z59r0vuHFvmYLencgSgtUOBJ5rd40rlEcwY7,image,15969192,image/jpeg,25.00,,2024-08-05 21:37:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
39,15969193,1318334,1318-11-30 00:00:00+00:00,526 Course Card - Advanced.jpg,526+Course+Card+-+Advanced.jpg,image/jpeg,https://boisestatecanvas.instructure.com/files/15969193/download?download_frd=1&verifier=PuP7Z59r0vuHFvmYLencgSgtUOBJ5rd40rlEcwY7,False,https://boisestatecanvas.instructure.com/images/thumbnails/15969193/PuP7Z59r0vuHFvmYLencgSgtUOBJ5rd40rlEcwY7,image,15969193,image/jpeg,25.00,,2024-08-05 21:37:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
40,,,,6.01 Readings and Multimedia,,,,,,,page:1587715,application/x-page,100.00,,2025-02-07 18:46:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,,,,6.02 Readings and Multimedia,,,,,,,page:1587716,application/x-page,100.00,,2025-02-07 18:47:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,,,,6.03 Mini Case Review Assignment,,,,,,,assignment:1020371,application/x-assignment,99.67,,2025-02-19 01:42:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,,,6.04 Formal Case Review Assignment 3,,,,,,,assignment:1020372,application/x-assignment,99.44,,2024-09-25 21:36:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,,,6.05 Reading Quiz,,,,,,,quiz:263171,application/x-quiz,100.00,,2023-04-25 14:53:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,,,,7.01 Readings and Multimedia,,,,,,,page:1587717,application/x-page,100.00,,2025-02-07 18:46:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,,,,7.02 Discussion: Creating Your Own Case Vignette,,,,,,,discussionTopic:694510,application/x-discussion-topic,99.80,,2025-02-19 01:28:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,,,7.03 Discussion: Creating Your Own Case Vignette - Replies,,,,,,,assignment:1039863,application/x-assignment,100.00,,2024-05-09 14:05:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,,,7.04 Readings and Multimedia,,,,,,,page:1587718,application/x-page,100.00,,2025-02-07 18:47:02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,,,7.05 Final Examination Review/Practice Activity,,,,,,,page:1587719,application/x-page,99.50,,2024-05-08 19:49:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,,,7.06 End-of-Course Summary Post,,,,,,,discussionTopic:694509,application/x-discussion-topic,100.00,,2025-02-19 01:28:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,16759525,1245026,1245-01-26 00:00:00+00:00,Abe.FormalCaseReview3.pdf,Abe.FormalCaseReview3.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/16759525/download?download_frd=1&verifier=C5E0RTOzHuvm6wZCRuqQF7F0OJ41RQxYGIX0qJqI,False,,pdf,16759525,application/pdf,6.90,,2026-01-07 16:36:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
52,,,,Additional Instructor Resources,,,,,,,page:1587722,application/x-page,100.00,,2025-02-19 01:50:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,14913844,1245030,1245-01-30 00:00:00+00:00,AlcoholUseDisorder-MayoClinicRadioVideoTranscript.docx,AlcoholUseDisorder-MayoClinicRadioVideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913844/download?download_frd=1&verifier=RjoY1NXT57KWc4CQNKHmPudrztJ1bK7j26FzpUyS,False,,doc,14913844,application/vnd.openxmlformats-officedocument.wordprocessingml.document,52.62,,2025-10-31 16:49:54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,,,Announcement Support,,,,,,,page:1587720,application/x-page,100.00,,2024-05-09 13:30:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14913739,1245030,1245-01-30 00:00:00+00:00,AutismSpectrumDisorder-MayoClinicRadioVideoTranscript.docx,AutismSpectrumDisorder-MayoClinicRadioVideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913739/download?download_frd=1&verifier=UFRbI12Wnxjgn2jwaNwy8xr3dMsACKp6ahJx1rC6,False,,doc,14913739,application/vnd.openxmlformats-officedocument.wordprocessingml.document,52.62,,2023-04-21 19:58:08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,14913773,1245030,1245-01-30 00:00:00+00:00,C-SSRSTrainingVideoTranscript.docx,C-SSRSTrainingVideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913773/download?download_frd=1&verifier=gcabLZAIOost9ta8gyTxFHjOvaxwFwgdDnY1ajLm,False,,doc,14913773,application/vnd.openxmlformats-officedocument.wordprocessingml.document,52.62,,2025-11-13 19:34:56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,14913858,1245000,,Chapter 21-Psychosocial Side Effects of Drug Treatment of Youth.pdf,Chapter+21-Psychological+Side+Effects+of+Drug+Treatment+of+Youth.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913858/download?download_frd=1&verifier=9vyhC0JDwJ3BUCKRvOSONJ5IYrGpaRmW1IkCaKxW,False,,pdf,14913858,application/pdf,100.00,,2023-03-17 15:03:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,,,Course Guides for Faculty Reference,,,,,,,page:1587721,application/x-page,100.00,,2024-05-15 12:16:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,,,Course Questions,,,,,,,discussionTopic:694515,application/x-discussion-topic,100.00,,2022-01-03 18:40:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,14913868,1245030,1245-01-30 00:00:00+00:00,DSM-5CriteriaForSubstanceUseDisordersVideoTranscript.docx,DSM-5CriteriaForSubstanceUseDisordersVideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913868/download?download_frd=1&verifier=MlxcItQsvWy2kgrvg1UoZbjB0QT4j1d5YRcR1z8d,False,,doc,14913868,application/vnd.openxmlformats-officedocument.wordprocessingml.document,52.62,,2025-11-13 19:36:05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,14913817,1245030,1245-01-30 00:00:00+00:00,EatingDisordersInAdultsVideoTranscript.docx,EatingDisordersInAdultsVideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913817/download?download_frd=1&verifier=g0H94joHpviLH4bl9ZH0WWPs3E0QcML2wsc8YWzQ,False,,doc,14913817,application/vnd.openxmlformats-officedocument.wordprocessingml.document,52.62,,2023-04-21 19:37:37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,14913856,1245031,1245-01-31 00:00:00+00:00,FinalPracticeCaseVignetteAnswers-Lola.pdf,FinalPracticeCaseVignetteAnswers-Lola.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913856/download?download_frd=1&verifier=s3LYthT9w8saa9QHtD9e6zPAiOHH9Hc03o70PbtX,True,,pdf,14913856,application/pdf,94.30,,2023-04-21 15:47:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
63,14913719,1245031,1245-01-31 00:00:00+00:00,FinalPracticeCaseVignetteAnswers-Marian.pdf,FinalPracticeCaseVignetteAnswers-Marian.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913719/download?download_frd=1&verifier=pSnRk45UBBPdPVnWcBpzewkI0Zj30f2Y1VfXbrtj,True,,pdf,14913719,application/pdf,95.25,,2023-04-21 15:47:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,14913769,1245026,1245-01-26 00:00:00+00:00,FormalCaseReview-Isabel.pdf,FormalCaseReview-Isabel.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913769/download?download_frd=1&verifier=YcSF9FYljUE0ktEalRxhECVAwx2loX2KdmnjmDQq,False,,pdf,14913769,application/pdf,95.25,,2023-04-21 15:32:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,14913832,1245026,1245-01-26 00:00:00+00:00,FormalCaseReview-Kai.pdf,FormalCaseReview-Kai.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913832/download?download_frd=1&verifier=T4WpX5xRcr9oqhvJp13eogYO13ykSWsHN9qHlnRq,False,,pdf,14913832,application/pdf,94.30,,2023-04-21 15:43:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
66,14913882,1245026,1245-01-26 00:00:00+00:00,FormalCaseReview-Rachel.pdf,FormalCaseReview-Rachel.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913882/download?download_frd=1&verifier=oppPz855BJt4MGE4galkYLkiSz2PtlaSYLKWtipr,False,,pdf,14913882,application/pdf,95.25,,2023-04-21 15:44:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,14913842,1245026,1245-01-26 00:00:00+00:00,FormalCaseReviewExample.Version 2.pdf,FormalCaseReviewExample.Version+2.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913842/download?download_frd=1&verifier=q4PNJlEgOiv5VYAEFucJTNU28udKWwZWqMdGBu7C,False,,pdf,14913842,application/pdf,100.00,,2023-09-28 20:40:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,14913810,1245000,,Generalized Anxiety Disorder.pdf,Generalized+Anxiety+Disorder.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913810/download?download_frd=1&verifier=ZelHreDj5bXGO386w6phMwy5dU0H0gPt2eqblRcR,False,,pdf,14913810,application/pdf,99.44,,2023-04-21 19:00:19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,18611502,1245026,1245-01-26 00:00:00+00:00,Harvey.Mod4.pdf,Harvey.Mod4.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/18611502/download?download_frd=1&verifier=T5w06C5da6hx0e2Q5IfkTUkBAEBE46Le4l5b53dV,False,,pdf,18611502,application/pdf,100.00,,2025-02-19 01:38:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,14913821,1245030,1245-01-30 00:00:00+00:00,HoardingDisorderVideoTranscript.docx,HoardingDisorderVideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913821/download?download_frd=1&verifier=DpTvovCrA0gu7aWbkAGHquOHbH8Apza24R2v0Cjv,False,,doc,14913821,application/vnd.openxmlformats-officedocument.wordprocessingml.document,52.62,,2025-10-31 16:50:08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,,,,Home Page,,,,,,,page:1587723,application/x-page,100.00,,2024-08-05 21:43:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,,,,Instructor Information,,,,,,,page:1615324,application/x-page,100.00,,2024-05-07 18:26:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,,,,Library Resources,,,,,,,page:1587724,application/x-page,100.00,,2024-05-09 13:55:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,,,,Major Assignment Overview,,,,,,,page:1587725,application/x-page,100.00,,2024-06-05 15:33:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,14913812,1245029,1245-01-29 00:00:00+00:00,ManiaAndHypomaniaMiniLectureSlides.pdf,ManiaAndHypomaniaMiniLectureSlides.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913812/download?download_frd=1&verifier=MndxrmeVGYRjlZkLHgmHRVAPAUHxlm0uHSBeKTdQ,False,,pdf,14913812,application/pdf,88.57,,2023-04-20 14:22:15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,18611485,1245026,1245-01-26 00:00:00+00:00,Maricela.Mod3.pdf,Maricela.Mod3.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/18611485/download?download_frd=1&verifier=JUkEeKkKgFoYmUck96zTQbvx6nJRTqRBU9W17MwO,False,,pdf,18611485,application/pdf,100.00,,2025-02-19 01:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,18611465,1245026,1245-01-26 00:00:00+00:00,Mazie.Mod2.pdf,Mazie.Mod2.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/18611465/download?download_frd=1&verifier=4gXE74fdKVXggCF1FVyM7Vf7zqNjhj4irrJpxYfJ,False,,pdf,18611465,application/pdf,100.00,,2025-02-19 01:34:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,14913813,1245031,1245-01-31 00:00:00+00:00,MidtermPracticeCaseVignetteAnswers-Sammy.pdf,MidtermPracticeCaseVignetteAnswers-Sammy.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913813/download?download_frd=1&verifier=jopyW84iCLD13V3A3XfKBwfmrEcIK5LVK5XuLpQa,True,,pdf,14913813,application/pdf,95.25,,2023-04-21 15:40:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,14913823,1245031,1245-01-31 00:00:00+00:00,MidtermPracticeCaseVignetteAnswers-YiJoon.pdf,MidtermPracticeCaseVignetteAnswers-YiJoon.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913823/download?download_frd=1&verifier=S5STsgqCBYt3WsPniZFNwTbzKGgaWtLpJnicM8qv,True,,pdf,14913823,application/pdf,95.25,,2023-04-21 15:40:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,,,,Military Support,,,,,,,page:1615478,application/x-page,100.00,,2024-05-09 13:55:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,,,,Module 1 Overview,,,,,,,page:1587726,application/x-page,100.00,,2024-05-09 13:58:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,,,,Module 2 Overview,,,,,,,page:1587727,application/x-page,100.00,,2024-05-08 19:09:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
